Gene A,Gene B,Phenotype
SPCC16C4.11,SPAC2C4.09,1
SPCC16C4.11,SPAC2C4.10C,0
SPCC16C4.11,SPAC2E1P3.04,1
SPCC16C4.11,SPAC2F3.11,0
SPCC16C4.11,SPAC2F7.08C,0
SPCC16C4.11,SPAC30.01C,1
SPCC16C4.11,SPAC30D11.01C,0
SPCC16C4.11,SPAC30D11.11,0
SPCC16C4.11,SPAC30D11.14C,0
SPCC16C4.11,SPAC31A2.15C,0
SPCC16C4.11,SPAC31G5.11,0
SPCC16C4.11,SPAC31G5.21,0
SPCC16C4.11,SPAC3A12.13C,1
SPCC16C4.11,SPAC3C7.09,0
SPCC16C4.11,SPAC3F10.02C,0
SPCC16C4.11,SPAC3F10.05C,0
SPCC16C4.11,SPAC3F10.09,0
SPCC16C4.11,SPAC3F10.13,1
SPCC16C4.11,SPAC3F10.15C,1
SPCC16C4.11,SPAC3G6.01,0
SPCC16C4.11,SPAC3G6.04,1
SPCC16C4.11,SPAC3G9.03,1
SPCC16C4.11,SPAC3G9.07C,0
SPCC16C4.11,SPAC3H1.08C,1
SPCC16C4.11,SPAC3H8.08C,1
SPCC16C4.11,SPAC458.04C,1
SPCC16C4.11,SPAC4A8.06C,1
SPCC16C4.11,SPAC4C5.01,0
SPCC16C4.11,SPAC4C5.02C,0
SPCC16C4.11,SPAC4D7.05,1
SPCC16C4.11,SPAC4D7.07C,0
SPCC16C4.11,SPAC4D7.11,0
SPCC16C4.11,SPAC4F10.13C,1
SPCC16C4.11,SPAC4F8.11,1
SPCC16C4.11,SPAC4G8.04,0
SPCC16C4.11,SPAC4G8.05,0
SPCC16C4.11,SPAC4G8.10,0
SPCC16C4.11,SPAC4G9.10,0
SPCC16C4.11,SPAC4G9.12,0
SPCC16C4.11,SPAC4H3.02C,0
SPCC16C4.11,SPAC4H3.03C,0
SPCC16C4.11,SPAC521.03,0
SPCC16C4.11,SPAC521.04C,0
SPCC16C4.11,SPAC56E4.06C,0
SPCC16C4.11,SPAC56F8.06C,0
SPCC16C4.11,SPAC56F8.14C,1
SPCC16C4.11,SPAC57A7.13,0
SPCC16C4.11,SPAC5D6.04,1
SPCC16C4.11,SPAC5H10.01,0
SPCC16C4.11,SPAC5H10.04,1
SPCC16C4.11,SPAC5H10.06C,0
SPCC16C4.11,SPAC5H10.07,1
SPCC16C4.11,SPAC5H10.13C,0
SPCC16C4.11,SPAC630.13C,0
SPCC16C4.11,SPAC631.02,0
SPCC16C4.11,SPAC637.07,0
SPCC16C4.11,SPAC644.08,1
SPCC16C4.11,SPAC644.09,1
SPCC16C4.11,SPAC644.11C,1
SPCC16C4.11,SPAC664.01C,1
SPCC16C4.11,SPAC664.02C,0
SPCC16C4.11,SPAC664.04C,1
SPCC16C4.11,SPAC6B12.06C,1
SPCC16C4.11,SPAC6B12.09,0
SPCC16C4.11,SPAC6C3.02C,1
SPCC16C4.11,SPAC6F12.03C,1
SPCC16C4.11,SPAC6F6.01,0
SPCC16C4.11,SPAC6F6.04C,0
SPCC16C4.11,SPAC6G10.08,1
SPCC16C4.11,SPAC6G10.10C,1
SPCC16C4.11,SPAC6G9.01C,0
SPCC16C4.11,SPAC732.02C,0
SPCC16C4.11,SPAC750.01,1
SPCC16C4.11,SPAC7D4.13C,1
SPCC16C4.11,SPAC806.07,1
SPCC16C4.11,SPAC824.02,0
SPCC16C4.11,SPAC824.09C,0
SPCC16C4.11,SPAC869.03C,1
SPCC16C4.11,SPAC869.11,0
SPCC16C4.11,SPAC8C9.09C,0
SPCC16C4.11,SPAC8C9.16C,0
SPCC16C4.11,SPAC8F11.02C,0
SPCC16C4.11,SPAC9.10,1
SPCC16C4.11,SPAC9.12C,0
SPCC16C4.11,SPAC9.13C,0
SPCC16C4.11,SPAC922.07C,1
SPCC16C4.11,SPAC926.09C,0
SPCC16C4.11,SPAC9E9.05,1
SPCC16C4.11,SPAC9E9.09C,0
SPCC16C4.11,SPAC9E9.11,1
SPCC16C4.11,SPAC9E9.17C,1
SPCC16C4.11,SPAC9G1.03C,0
SPCC16C4.11,SPAC9G1.04,0
SPCC16C4.11,SPAC9G1.08C,0
SPCC16C4.11,SPAP27G11.02,0
SPCC16C4.11,SPAP27G11.11C,1
SPCC16C4.11,SPAP32A8.02,0
SPCC16C4.11,SPAPB1A10.12C,1
SPCC16C4.11,SPAPB24D3.06C,1
SPCC16C4.11,SPAPB2B4.02,0
SPCC16C4.11,SPAPJ691.02,0
SPCC16C4.11,SPAPJ691.03,1
SPCC16C4.11,SPBC106.01,0
SPCC16C4.11,SPBC1105.09,0
SPCC16C4.11,SPBC1105.10,0
SPCC16C4.11,SPBC115.03,0
SPCC16C4.11,SPBC1198.08,0
SPCC16C4.11,SPBC1198.11C,0
SPCC16C4.11,SPBC11G11.03,1
SPCC16C4.11,SPBC1271.05C,1
SPCC16C4.11,SPBC1271.14,0
SPCC16C4.11,SPBC1289.06C,0
SPCC16C4.11,SPBC1289.09,1
SPCC16C4.11,SPBC1289.11,0
SPCC16C4.11,SPBC12C2.02C,0
SPCC16C4.11,SPBC1347.13C,0
SPCC16C4.11,SPBC13G1.08C,0
SPCC16C4.11,SPBC1604.20C,0
SPCC16C4.11,SPBC1685.02C,1
SPCC16C4.11,SPBC16A3.01,1
SPCC16C4.11,SPBC16A3.10,0
SPCC16C4.11,SPBC16C6.03C,1
SPCC16C4.11,SPBC16C6.04,0
SPCC16C4.11,SPBC16E9.06C,1
SPCC16C4.11,SPBC16E9.12C,0
SPCC16C4.11,SPBC16E9.14C,1
SPCC16C4.11,SPBC16G5.14C,0
SPCC16C4.11,SPBC16H5.12C,1
SPCC16C4.11,SPBC1703.04,1
SPCC16C4.11,SPBC1709.06,0
SPCC16C4.11,SPBC1709.09,1
SPCC16C4.11,SPBC1709.18,0
SPCC16C4.11,SPBC1734.12C,0
SPCC16C4.11,SPBC1773.01,0
SPCC16C4.11,SPBC1773.14,1
SPCC16C4.11,SPBC1773.17C,1
SPCC16C4.11,SPBC1778.05C,0
SPCC16C4.11,SPBC17D1.02,1
SPCC16C4.11,SPBC17D1.05,0
SPCC16C4.11,SPBC1861.03,0
SPCC16C4.11,SPBC18H10.04C,0
SPCC16C4.11,SPBC18H10.07,0
SPCC16C4.11,SPBC18H10.18C,0
SPCC16C4.11,SPBC18H10.20C,0
SPCC16C4.11,SPBC1921.03C,1
SPCC16C4.11,SPBC19C2.04C,1
SPCC16C4.11,SPBC19C2.06C,1
SPCC16C4.11,SPBC19C7.10,0
SPCC16C4.11,SPBC20F10.10,1
SPCC16C4.11,SPBC215.03C,0
SPCC16C4.11,SPBC215.07C,1
SPCC16C4.11,SPBC215.11C,1
SPCC16C4.11,SPBC21B10.08C,1
SPCC16C4.11,SPBC21C3.02C,0
SPCC16C4.11,SPBC21D10.10,0
SPCC16C4.11,SPBC21D10.11C,1
SPCC16C4.11,SPBC23E6.10C,1
SPCC16C4.11,SPBC25B2.03,1
SPCC16C4.11,SPBC25B2.06C,0
SPCC16C4.11,SPBC25B2.08,1
SPCC16C4.11,SPBC26H8.03,1
SPCC16C4.11,SPBC26H8.09C,0
SPCC16C4.11,SPBC28E12.04,0
SPCC16C4.11,SPBC28F2.02,1
SPCC16C4.11,SPBC29A10.05,1
SPCC16C4.11,SPBC29A10.07,1
SPCC16C4.11,SPBC29A3.02C,0
SPCC16C4.11,SPBC2A9.02,1
SPCC16C4.11,SPBC2A9.11C,0
SPCC16C4.11,SPBC2D10.03C,1
SPCC16C4.11,SPBC2D10.04,1
SPCC16C4.11,SPBC2D10.05,1
SPCC16C4.11,SPBC2F12.15C,0
SPCC16C4.11,SPBC2G2.06C,1
SPCC16C4.11,SPBC2G2.07C,0
SPCC16C4.11,SPBC2G2.13C,0
SPCC16C4.11,SPBC32F12.12C,1
SPCC16C4.11,SPBC32H8.07,0
SPCC16C4.11,SPBC32H8.13C,0
SPCC16C4.11,SPBC336.14C,1
SPCC16C4.11,SPBC337.03,0
SPCC16C4.11,SPBC337.16,0
SPCC16C4.11,SPBC342.06C,0
SPCC16C4.11,SPBC354.12,1
SPCC16C4.11,SPBC359.03C,1
SPCC16C4.11,SPBC365.16,0
SPCC16C4.11,SPBC36B7.03,1
SPCC16C4.11,SPBC36B7.05C,1
SPCC16C4.11,SPBC3B8.05,1
SPCC16C4.11,SPBC3E7.07C,0
SPCC16C4.11,SPBC3E7.08C,1
SPCC16C4.11,SPBC3E7.12C,1
SPCC16C4.11,SPBC3F6.01C,0
SPCC16C4.11,SPBC3H7.06C,0
SPCC16C4.11,SPBC3H7.09,0
SPCC16C4.11,SPBC3H7.10,0
SPCC16C4.11,SPBC3H7.11,0
SPCC16C4.11,SPBC3H7.12,0
SPCC16C4.11,SPBC3H7.13,0
SPCC16C4.11,SPBC3H7.14,0
SPCC16C4.11,SPBC409.06,0
SPCC16C4.11,SPBC428.08C,1
SPCC16C4.11,SPBC4B4.04,0
SPCC16C4.11,SPBC4F6.04,1
SPCC16C4.11,SPBC4F6.10,1
SPCC16C4.11,SPBC530.01,0
SPCC16C4.11,SPBC530.05,0
SPCC16C4.11,SPBC543.02C,0
SPCC16C4.11,SPBC543.03C,1
SPCC16C4.11,SPBC543.07,0
SPCC16C4.11,SPBC543.10,0
SPCC16C4.11,SPBC56F2.08C,0
SPCC16C4.11,SPBC577.06C,1
SPCC16C4.11,SPBC577.11,1
SPCC16C4.11,SPBC577.12,1
SPCC16C4.11,SPBC577.13,0
SPCC16C4.11,SPBC646.08C,0
SPCC16C4.11,SPBC646.13,0
SPCC16C4.11,SPBC651.11C,0
SPCC16C4.11,SPBC651.12C,0
SPCC16C4.11,SPBC685.02,0
SPCC16C4.11,SPBC685.04C,1
SPCC16C4.11,SPBC6B1.02,0
SPCC16C4.11,SPBC725.09C,1
SPCC16C4.11,SPBC725.14,0
SPCC16C4.11,SPBC776.11,1
SPCC16C4.11,SPBC776.14,1
SPCC16C4.11,SPBC83.02C,1
SPCC16C4.11,SPBC83.16C,1
SPCC16C4.11,SPBC839.02,1
SPCC16C4.11,SPBC839.03C,1
SPCC16C4.11,SPBC839.07,0
SPCC16C4.11,SPBC887.04C,1
SPCC16C4.11,SPBC8D2.17,1
SPCC16C4.11,SPBC8E4.02C,0
SPCC16C4.11,SPBC902.06,1
SPCC16C4.11,SPBC947.01,1
SPCC16C4.11,SPBC947.05C,1
SPCC16C4.11,SPBC9B6.09C,0
SPCC16C4.11,SPBCPT2R1.01C,0
SPCC16C4.11,SPBP19A11.02C,1
SPCC16C4.11,SPBP23A10.05,1
SPCC16C4.11,SPBP23A10.14C,0
SPCC16C4.11,SPBP26C9.02C,1
SPCC16C4.11,SPBP35G2.07,0
SPCC16C4.11,SPBP4G3.02,0
SPCC16C4.11,SPBP4H10.14C,1
SPCC16C4.11,SPBP8B7.09C,0
SPCC16C4.11,SPBP8B7.10C,1
SPCC16C4.11,SPBPB10D8.04C,1
SPCC16C4.11,SPBPB2B2.19C,1
SPCC16C4.11,SPBPJ4664.03,1
SPCC16C4.11,SPCC1223.03C,0
SPCC16C4.11,SPCC1223.05C,1
SPCC16C4.11,SPCC1235.05C,0
SPCC16C4.11,SPCC126.04C,0
SPCC16C4.11,SPCC126.12,1
SPCC16C4.11,SPCC1281.08,0
SPCC16C4.11,SPCC1322.02,0
SPCC16C4.11,SPCC1322.06,0
SPCC16C4.11,SPCC13B11.02C,1
SPCC16C4.11,SPCC13B11.03C,1
SPCC16C4.11,SPCC1442.02,1
SPCC16C4.11,SPCC1442.07C,0
SPCC16C4.11,SPCC1450.05C,0
SPCC16C4.11,SPCC1450.06C,1
SPCC16C4.11,SPCC1450.08C,1
SPCC16C4.11,SPCC1494.10,0
SPCC16C4.11,SPCC162.02C,0
SPCC16C4.11,SPCC162.12,0
SPCC16C4.11,SPCC1739.06C,0
SPCC16C4.11,SPCC1739.10,1
SPCC16C4.11,SPCC1753.02C,0
SPCC16C4.11,SPCC1840.04,0
SPCC16C4.11,SPCC1840.09,1
SPCC16C4.11,SPCC1840.12,0
SPCC16C4.11,SPCC188.07,0
SPCC16C4.11,SPCC188.09C,0
SPCC16C4.11,SPCC1906.04,0
SPCC16C4.11,SPCC23B6.05C,0
SPCC16C4.11,SPCC285.14,0
SPCC16C4.11,SPCC285.17,1
SPCC16C4.11,SPCC330.03C,0
SPCC16C4.11,SPCC330.12C,0
SPCC16C4.11,SPCC338.04,0
SPCC16C4.11,SPCC338.06C,0
SPCC16C4.11,SPCC338.08,0
SPCC16C4.11,SPCC338.14,1
SPCC16C4.11,SPCC417.06C,0
SPCC16C4.11,SPCC417.07C,0
SPCC16C4.11,SPCC417.12,1
SPCC16C4.11,SPCC550.07,1
SPCC16C4.11,SPCC550.10,0
SPCC16C4.11,SPCC550.11,0
SPCC16C4.11,SPCC550.12,0
SPCC16C4.11,SPCC576.01C,0
SPCC16C4.11,SPCC584.03C,0
SPCC16C4.11,SPCC584.11C,0
SPCC16C4.11,SPCC584.15C,1
SPCC16C4.11,SPCC613.01,0
SPCC16C4.11,SPCC622.12C,0
SPCC16C4.11,SPCC645.12C,0
SPCC16C4.11,SPCC645.13,0
SPCC16C4.11,SPCC70.03C,0
SPCC16C4.11,SPCC70.08C,0
SPCC16C4.11,SPCC70.10,0
SPCC16C4.11,SPCC757.04,0
SPCC16C4.11,SPCC757.09C,0
SPCC16C4.11,SPCC757.12,0
SPCC16C4.11,SPCC830.10,0
SPCC16C4.11,SPCP20C8.02C,0
SPCC16C4.11,SPCPB1C11.01,0
SPCC1739.03,SPAC1002.02,0
SPCC1739.03,SPAC1002.06C,0
SPCC1739.03,SPAC1002.07C,0
SPCC1739.03,SPAC1002.17C,0
SPCC1739.03,SPAC1002.18,1
SPCC1739.03,SPAC1006.06,1
SPCC1739.03,SPAC105.02C,0
SPCC1739.03,SPAC10F6.08C,0
SPCC1739.03,SPAC10F6.15,0
SPCC1739.03,SPAC1142.06,0
SPCC1739.03,SPAC11D3.04C,0
SPCC1739.03,SPAC11H11.03C,0
SPCC1739.03,SPAC1296.01C,0
SPCC1739.03,SPAC12B10.05,0
SPCC1739.03,SPAC12B10.07,0
SPCC1739.03,SPAC12B10.10,0
SPCC1739.03,SPAC12D12.09,0
SPCC1739.03,SPAC12G12.01C,1
SPCC1739.03,SPAC1399.01C,0
SPCC1739.03,SPAC13C5.06C,0
SPCC1739.03,SPAC13F5.04C,1
SPCC1739.03,SPAC13G6.15C,1
SPCC1739.03,SPAC144.06,1
SPCC1739.03,SPAC14C4.01C,1
SPCC1739.03,SPAC14C4.07,0
SPCC1739.03,SPAC14C4.12C,0
SPCC1739.03,SPAC1565.01,0
SPCC1739.03,SPAC15F9.02,0
SPCC1739.03,SPAC1639.02C,1
SPCC1739.03,SPAC16C9.02C,1
SPCC1739.03,SPAC16E8.12C,1
SPCC1739.03,SPAC1705.02,0
SPCC1739.03,SPAC1782.07,1
SPCC1739.03,SPAC1782.08C,1
SPCC1739.03,SPAC17A5.02C,0
SPCC1739.03,SPAC17A5.10,0
SPCC1739.03,SPAC17C9.05C,1
SPCC1739.03,SPAC17G8.10C,0
SPCC1739.03,SPAC17H9.04C,0
SPCC1739.03,SPAC17H9.10C,0
SPCC1739.03,SPAC17H9.13C,1
SPCC1739.03,SPAC1805.04,1
SPCC1739.03,SPAC1805.08,0
SPCC1739.03,SPAC1805.12C,0
SPCC1739.03,SPAC186.08C,0
SPCC1739.03,SPAC18B11.10,1
SPCC1739.03,SPAC18G6.05C,0
SPCC1739.03,SPAC18G6.10,0
SPCC1739.03,SPAC18G6.13,0
SPCC1739.03,SPAC18G6.15,0
SPCC1739.03,SPAC1952.02,0
SPCC1739.03,SPAC1952.03,0
SPCC1739.03,SPAC19A8.03,0
SPCC1739.03,SPAC19A8.04,1
SPCC1739.03,SPAC19B12.08,1
SPCC1739.03,SPAC19D5.07,0
SPCC1739.03,SPAC19G12.16C,1
SPCC1739.03,SPAC1A6.03C,0
SPCC1739.03,SPAC1A6.08C,0
SPCC1739.03,SPAC1B3.06C,1
SPCC1739.03,SPAC1D4.09C,0
SPCC1739.03,SPAC1F12.04C,1
SPCC1739.03,SPAC1F3.06C,1
SPCC1739.03,SPAC1F3.07C,0
SPCC1739.03,SPAC1F7.11C,1
SPCC1739.03,SPAC20G8.07C,0
SPCC1739.03,SPAC20G8.08C,1
SPCC1739.03,SPAC20H4.08,0
SPCC1739.03,SPAC20H4.09,0
SPCC1739.03,SPAC212.04C,0
SPCC1739.03,SPAC212.06C,0
SPCC1739.03,SPAC212.08C,0
SPCC1739.03,SPAC222.07C,0
SPCC1739.03,SPAC222.14C,1
SPCC1739.03,SPAC227.06,1
SPCC1739.03,SPAC227.10,1
SPCC1739.03,SPAC227.13C,1
SPCC1739.03,SPAC22A12.01C,1
SPCC1739.03,SPAC22A12.06C,0
SPCC1739.03,SPAC22A12.11,0
SPCC1739.03,SPAC22E12.11C,0
SPCC1739.03,SPAC22F3.11C,0
SPCC1739.03,SPAC22G7.03,1
SPCC1739.03,SPAC22G7.08,0
SPCC1739.03,SPAC22H12.05C,0
SPCC1739.03,SPAC23A1.06C,0
SPCC1739.03,SPAC23C4.09C,0
SPCC1739.03,SPAC23C4.12,1
SPCC1739.03,SPAC23D3.11,1
SPCC1739.03,SPAC23D3.12,0
SPCC1739.03,SPAC23G3.04,1
SPCC1739.03,SPAC23G3.10C,0
SPCC1739.03,SPAC23H3.06,0
SPCC1739.03,SPAC23H3.08C,0
SPCC1739.03,SPAC23H3.14,0
SPCC1739.03,SPAC24C9.07C,0
SPCC1739.03,SPAC24C9.12C,0
SPCC1739.03,SPAC24H6.10C,0
SPCC1739.03,SPAC25G10.03,1
SPCC1739.03,SPAC25H1.06,0
SPCC1739.03,SPAC25H1.09,1
SPCC1739.03,SPAC26H5.07C,0
SPCC1739.03,SPAC27D7.11C,0
SPCC1739.03,SPAC27E2.02,0
SPCC1739.03,SPAC29A4.02C,0
SPCC1739.03,SPAC29A4.05,0
SPCC1739.03,SPAC29A4.17C,0
SPCC1739.03,SPAC29B12.03,1
SPCC1739.03,SPAC29B12.04,1
SPCC1739.03,SPAC29B12.08,1
SPCC1739.03,SPAC29B12.10C,1
SPCC1739.03,SPAC29B12.12,1
SPCC1739.03,SPAC29B12.13,0
SPCC1739.03,SPAC29E6.09,1
SPCC1739.03,SPAC2C4.07C,0
SPCC1739.03,SPAC2C4.10C,0
SPCC1739.03,SPAC2C4.15C,1
SPCC1739.03,SPAC2E1P5.03,0
SPCC1739.03,SPAC2F3.11,1
SPCC1739.03,SPAC2F7.03C,0
SPCC1739.03,SPAC2F7.08C,0
SPCC1739.03,SPAC2G11.13,0
SPCC1739.03,SPAC31A2.15C,0
SPCC1739.03,SPAC31G5.11,0
SPCC1739.03,SPAC31G5.21,1
SPCC1739.03,SPAC328.04,0
SPCC1739.03,SPAC343.11C,1
SPCC1739.03,SPAC3C7.03C,1
SPCC1739.03,SPAC3C7.09,0
SPCC1739.03,SPAC3C7.14C,0
SPCC1739.03,SPAC3F10.02C,0
SPCC1739.03,SPAC3F10.04,1
SPCC1739.03,SPAC3F10.09,0
SPCC1739.03,SPAC3F10.13,1
SPCC1739.03,SPAC3F10.15C,1
SPCC1739.03,SPAC3G6.06C,1
SPCC1739.03,SPAC3G6.11,0
SPCC1739.03,SPAC3G9.03,0
SPCC1739.03,SPAC3H5.08C,0
SPCC1739.03,SPAC3H8.02,0
SPCC1739.03,SPAC458.02C,0
SPCC1739.03,SPAC458.04C,1
SPCC1739.03,SPAC4C5.03,0
SPCC1739.03,SPAC4D7.03,1
SPCC1739.03,SPAC4D7.07C,1
SPCC1739.03,SPAC4F10.18,1
SPCC1739.03,SPAC4G8.06C,1
SPCC1739.03,SPAC4G9.14,0
SPCC1739.03,SPAC4G9.19,1
SPCC1739.03,SPAC4G9.20C,0
SPCC1739.03,SPAC521.04C,0
SPCC1739.03,SPAC56E4.06C,0
SPCC1739.03,SPAC56F8.14C,0
SPCC1739.03,SPAC57A7.07C,1
SPCC1739.03,SPAC5D6.04,0
SPCC1739.03,SPAC5D6.09C,0
SPCC1739.03,SPAC5H10.01,1
SPCC1739.03,SPAC5H10.06C,1
SPCC1739.03,SPAC5H10.07,0
SPCC1739.03,SPAC631.02,0
SPCC1739.03,SPAC637.07,1
SPCC1739.03,SPAC644.08,0
SPCC1739.03,SPAC644.11C,0
SPCC1739.03,SPAC664.01C,1
SPCC1739.03,SPAC664.04C,0
SPCC1739.03,SPAC688.04C,0
SPCC1739.03,SPAC688.10,1
SPCC1739.03,SPAC688.13,0
SPCC1739.03,SPAC6B12.06C,0
SPCC1739.03,SPAC6B12.09,0
SPCC1739.03,SPAC6F12.03C,1
SPCC1739.03,SPAC6F6.01,1
SPCC1739.03,SPAC6G10.06,0
SPCC1739.03,SPAC6G10.08,1
SPCC1739.03,SPAC6G9.01C,0
SPCC1739.03,SPAC750.01,1
SPCC1739.03,SPAC7D4.13C,0
SPCC1739.03,SPAC806.08C,1
SPCC1739.03,SPAC824.04,0
SPCC1739.03,SPAC824.09C,1
SPCC1739.03,SPAC869.10C,0
SPCC1739.03,SPAC869.11,0
SPCC1739.03,SPAC8C9.16C,1
SPCC1739.03,SPAC8E11.06,0
SPCC1739.03,SPAC8F11.02C,0
SPCC1739.03,SPAC9.10,0
SPCC1739.03,SPAC977.02,0
SPCC1739.03,SPAC9E9.11,1
SPCC1739.03,SPAC9E9.12C,0
SPCC1739.03,SPAC9G1.08C,1
SPCC1739.03,SPACUNK4.17,0
SPCC1739.03,SPAP32A8.02,1
SPCC1739.03,SPAP8A3.04C,0
SPCC1739.03,SPAP8A3.13C,0
SPCC1739.03,SPAPB1A11.02,0
SPCC1739.03,SPAPB1E7.05,0
SPCC1739.03,SPAPB1E7.11C,0
SPCC1739.03,SPAPB8E5.05,0
SPCC1739.03,SPAPB8E5.08,0
SPCC1739.03,SPAPJ691.03,0
SPCC1739.03,SPAPYUG7.06,0
SPCC1739.03,SPBC106.01,0
SPCC1739.03,SPBC106.04,1
SPCC1739.03,SPBC106.20,0
SPCC1739.03,SPBC1105.11C,1
SPCC1739.03,SPBC1198.03C,0
SPCC1739.03,SPBC1198.06C,0
SPCC1739.03,SPBC1198.08,1
SPCC1739.03,SPBC1198.11C,0
SPCC1739.03,SPBC11C11.10,0
SPCC1739.03,SPBC1289.06C,1
SPCC1739.03,SPBC1289.14,0
SPCC1739.03,SPBC1347.11,1
SPCC1739.03,SPBC1347.13C,1
SPCC1739.03,SPBC13G1.08C,1
SPCC1739.03,SPBC1539.08,1
SPCC1739.03,SPBC15C4.04C,1
SPCC1739.03,SPBC16C6.04,1
SPCC1739.03,SPBC16D10.08C,0
SPCC1739.03,SPBC16E9.14C,0
SPCC1739.03,SPBC16G5.02C,0
SPCC1739.03,SPBC16G5.14C,1
SPCC1739.03,SPBC1709.06,0
SPCC1739.03,SPBC1709.14,1
SPCC1739.03,SPBC1734.15,0
SPCC1739.03,SPBC1773.01,0
SPCC1739.03,SPBC1773.06C,0
SPCC1739.03,SPBC1773.14,1
SPCC1739.03,SPBC1773.17C,0
SPCC1739.03,SPBC17A3.10,1
SPCC1739.03,SPBC17D1.05,0
SPCC1739.03,SPBC17D1.06,0
SPCC1739.03,SPBC18H10.04C,1
SPCC1739.03,SPBC18H10.07,0
SPCC1739.03,SPBC18H10.10C,1
SPCC1739.03,SPBC18H10.16,1
SPCC1739.03,SPBC1921.03C,0
SPCC1739.03,SPBC19C7.10,0
SPCC1739.03,SPBC19F8.04C,0
SPCC1739.03,SPBC215.03C,1
SPCC1739.03,SPBC21C3.06,0
SPCC1739.03,SPBC21D10.11C,0
SPCC1739.03,SPBC21H7.06C,0
SPCC1739.03,SPBC23E6.03C,1
SPCC1739.03,SPBC25B2.03,0
SPCC1739.03,SPBC25B2.06C,0
SPCC1739.03,SPBC25B2.08,1
SPCC1739.03,SPBC26H8.03,0
SPCC1739.03,SPBC27.05,0
SPCC1739.03,SPBC27.06C,0
SPCC1739.03,SPBC28E12.02,0
SPCC1739.03,SPBC28F2.02,0
SPCC1739.03,SPBC29A10.07,0
SPCC1739.03,SPBC29A3.02C,1
SPCC1739.03,SPBC2A9.02,1
SPCC1739.03,SPBC2D10.05,1
SPCC1739.03,SPBC2D10.06,0
SPCC1739.03,SPBC2F12.09C,1
SPCC1739.03,SPBC2F12.15C,0
SPCC1739.03,SPBC2G2.13C,1
SPCC1739.03,SPBC2G5.02C,1
SPCC1739.03,SPBC2G5.06C,1
SPCC1739.03,SPBC30B4.06C,0
SPCC1739.03,SPBC30B4.08,0
SPCC1739.03,SPBC30D10.03C,0
SPCC1739.03,SPBC30D10.16,0
SPCC1739.03,SPBC31F10.12,1
SPCC1739.03,SPBC32F12.03C,0
SPCC1739.03,SPBC32H8.06,0
SPCC1739.03,SPBC32H8.07,1
SPCC1739.03,SPBC336.05C,0
SPCC1739.03,SPBC337.04,0
SPCC1739.03,SPBC337.09,0
SPCC1739.03,SPBC337.16,0
SPCC1739.03,SPBC342.06C,0
SPCC1739.03,SPBC354.12,0
SPCC1739.03,SPBC36.10,0
SPCC1739.03,SPBC365.16,1
SPCC1739.03,SPBC36B7.03,1
SPCC1739.03,SPBC3B8.04C,1
SPCC1739.03,SPBC3B8.10C,0
SPCC1739.03,SPBC3D6.06C,0
SPCC1739.03,SPBC3E7.07C,0
SPCC1739.03,SPBC3E7.08C,1
SPCC1739.03,SPBC3E7.12C,0
SPCC1739.03,SPBC3H7.06C,1
SPCC1739.03,SPBC3H7.10,1
SPCC1739.03,SPBC3H7.12,0
SPCC1739.03,SPBC3H7.13,0
SPCC1739.03,SPBC3H7.14,0
SPCC1739.03,SPBC428.08C,1
SPCC1739.03,SPBC4F6.16C,1
SPCC1739.03,SPBC530.01,0
SPCC1739.03,SPBC543.05C,1
SPCC1739.03,SPBC56F2.03,1
SPCC1739.03,SPBC56F2.06,0
SPCC1739.03,SPBC577.13,0
SPCC1739.03,SPBC646.13,0
SPCC1739.03,SPBC651.11C,0
SPCC1739.03,SPBC660.14,0
SPCC1739.03,SPBC685.02,1
SPCC1739.03,SPBC6B1.05C,1
SPCC1739.03,SPBC725.09C,0
SPCC1739.03,SPBC776.11,0
SPCC1739.03,SPBC776.14,0
SPCC1739.03,SPBC839.03C,1
SPCC1739.03,SPBC839.07,1
SPCC1739.03,SPBC839.17C,0
SPCC1739.03,SPBC887.04C,0
SPCC1739.03,SPBC8D2.17,0
SPCC1739.03,SPBC8E4.01C,0
SPCC1739.03,SPBC947.04,1
SPCC1739.03,SPBC947.06C,1
SPCC1739.03,SPBC947.09,1
SPCC1739.03,SPBP19A11.02C,1
SPCC1739.03,SPBP23A10.14C,1
SPCC1739.03,SPBP35G2.03C,0
SPCC1739.03,SPBP35G2.04C,1
SPCC1739.03,SPBP35G2.07,1
SPCC1739.03,SPBP35G2.14,1
SPCC1739.03,SPBP4G3.02,0
SPCC1739.03,SPBP8B7.09C,1
SPCC1739.03,SPBP8B7.10C,0
SPCC1739.03,SPBPB10D8.04C,0
SPCC1739.03,SPBPJ4664.03,0
SPCC1739.03,SPCC1020.06C,1
SPCC1739.03,SPCC1183.04C,0
SPCC1739.03,SPCC1183.11,0
SPCC1739.03,SPCC11E10.08,1
SPCC1739.03,SPCC1235.12C,0
SPCC1739.03,SPCC1259.14C,0
SPCC1739.03,SPCC1281.04,1
SPCC1739.03,SPCC1281.07C,0
SPCC1739.03,SPCC1281.08,0
SPCC1739.03,SPCC1322.02,1
SPCC1739.03,SPCC1393.02C,0
SPCC1739.03,SPCC162.10,1
SPCC1739.03,SPCC162.12,1
SPCC1739.03,SPCC1672.06C,0
SPCC1739.03,SPCC1682.15,0
SPCC1739.03,SPCC16C4.01,1
SPCC1739.03,SPCC16C4.10,1
